from_city,to_city,country_from,country_to,distance_km,train_time,train_price,bus_time,bus_price,flight_time,flight_price,meta_title,meta_description,slug
Krakow,Milan,Poland,Italy,1192,10h 26m,114,16h 53m,55,3h 35m,60,How to Get From Krakow to Milan: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Milan (Italy) by train, bus, or flight. Distance: 1192 km.",how-to-get-from-krakow-to-milan
Krakow,Barcelona,Poland,Spain,2100,18h 0m,187,29h 0m,91,4h 47m,87,How to Get From Krakow to Barcelona: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Barcelona (Spain) by train, bus, or flight. Distance: 2100 km.",how-to-get-from-krakow-to-barcelona
Krakow,Hannover,Poland,Germany,947,8h 23m,95,13h 37m,45,3h 15m,52,How to Get From Krakow to Hannover: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Hannover (Germany) by train, bus, or flight. Distance: 947 km.",how-to-get-from-krakow-to-hannover
Krakow,Lisbon,Poland,Portugal,3268,27h 44m,280,44h 34m,138,6h 21m,122,How to Get From Krakow to Lisbon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Lisbon (Portugal) by train, bus, or flight. Distance: 3268 km.",how-to-get-from-krakow-to-lisbon
Krakow,Budapest,Poland,Hungary,366,3h 32m,48,5h 52m,22,N/A (Too close),N/A,How to Get From Krakow to Budapest: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Budapest (Hungary) by train, bus, or flight. Distance: 366 km.",how-to-get-from-krakow-to-budapest
Krakow,Warsaw,Poland,Poland,315,3h 7m,44,5h 12m,20,N/A (Too close),N/A,How to Get From Krakow to Warsaw: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Warsaw (Poland) by train, bus, or flight. Distance: 315 km.",how-to-get-from-krakow-to-warsaw
Krakow,Copenhagen,Poland,Denmark,996,8h 48m,99,14h 16m,47,3h 19m,54,How to Get From Krakow to Copenhagen: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Copenhagen (Denmark) by train, bus, or flight. Distance: 996 km.",how-to-get-from-krakow-to-copenhagen
Krakow,Stockholm,Poland,Sweden,1298,11h 18m,123,18h 18m,59,3h 43m,63,How to Get From Krakow to Stockholm: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Stockholm (Sweden) by train, bus, or flight. Distance: 1298 km.",how-to-get-from-krakow-to-stockholm
Krakow,Venice,Poland,Italy,960,8h 30m,96,13h 48m,45,3h 16m,53,How to Get From Krakow to Venice: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Venice (Italy) by train, bus, or flight. Distance: 960 km.",how-to-get-from-krakow-to-venice
Krakow,Florence,Poland,Italy,1202,10h 31m,115,17h 1m,55,3h 36m,60,How to Get From Krakow to Florence: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Florence (Italy) by train, bus, or flight. Distance: 1202 km.",how-to-get-from-krakow-to-florence
Krakow,Dublin,Poland,Ireland,2296,19h 37m,203,31h 36m,99,5h 3m,93,How to Get From Krakow to Dublin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Dublin (Ireland) by train, bus, or flight. Distance: 2296 km.",how-to-get-from-krakow-to-dublin
Krakow,Edinburgh,Poland,United Kingdom,2094,17h 56m,187,28h 55m,91,4h 47m,87,How to Get From Krakow to Edinburgh: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Edinburgh (United Kingdom) by train, bus, or flight. Distance: 2094 km.",how-to-get-from-krakow-to-edinburgh
Krakow,Oslo,Poland,Norway,1552,13h 26m,143,21h 41m,69,4h 4m,71,How to Get From Krakow to Oslo: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Oslo (Norway) by train, bus, or flight. Distance: 1552 km.",how-to-get-from-krakow-to-oslo
Krakow,Helsinki,Poland,Finland,1460,12h 39m,136,20h 27m,65,3h 56m,68,How to Get From Krakow to Helsinki: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Helsinki (Finland) by train, bus, or flight. Distance: 1460 km.",how-to-get-from-krakow-to-helsinki
Krakow,Geneva,Poland,Switzerland,1389,12h 4m,130,19h 31m,63,3h 51m,66,How to Get From Krakow to Geneva: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Geneva (Switzerland) by train, bus, or flight. Distance: 1389 km.",how-to-get-from-krakow-to-geneva
Krakow,Lyon,Poland,France,1530,13h 15m,141,21h 23m,68,4h 2m,70,How to Get From Krakow to Lyon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Lyon (France) by train, bus, or flight. Distance: 1530 km.",how-to-get-from-krakow-to-lyon
Krakow,Marseille,Poland,France,1677,14h 28m,153,23h 21m,74,4h 14m,74,How to Get From Krakow to Marseille: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Marseille (France) by train, bus, or flight. Distance: 1677 km.",how-to-get-from-krakow-to-marseille
Krakow,Valencia,Poland,Spain,2479,21h 9m,217,34h 3m,106,5h 18m,98,How to Get From Krakow to Valencia: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Valencia (Spain) by train, bus, or flight. Distance: 2479 km.",how-to-get-from-krakow-to-valencia
Krakow,Porto,Poland,Portugal,3024,25h 41m,261,41h 19m,128,6h 1m,115,How to Get From Krakow to Porto: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Porto (Portugal) by train, bus, or flight. Distance: 3024 km.",how-to-get-from-krakow-to-porto
Krakow,Athens,Poland,Greece,1720,14h 50m,157,23h 56m,76,4h 17m,76,How to Get From Krakow to Athens: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Athens (Greece) by train, bus, or flight. Distance: 1720 km.",how-to-get-from-krakow-to-athens
Krakow,Hamburg,Poland,Germany,984,8h 41m,98,14h 7m,46,3h 18m,54,How to Get From Krakow to Hamburg: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Krakow (Poland) to Hamburg (Germany) by train, bus, or flight. Distance: 984 km.",how-to-get-from-krakow-to-hamburg
Geneva,London,Switzerland,United Kingdom,934,8h 16m,94,13h 27m,44,3h 14m,52,How to Get From Geneva to London: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to London (United Kingdom) by train, bus, or flight. Distance: 934 km.",how-to-get-from-geneva-to-london
Geneva,Paris,Switzerland,France,513,4h 46m,60,7h 50m,28,2h 41m,39,How to Get From Geneva to Paris: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Paris (France) by train, bus, or flight. Distance: 513 km.",how-to-get-from-geneva-to-paris
Geneva,Berlin,Switzerland,Germany,1097,9h 38m,107,15h 37m,51,3h 27m,57,How to Get From Geneva to Berlin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Berlin (Germany) by train, bus, or flight. Distance: 1097 km.",how-to-get-from-geneva-to-berlin
Geneva,Amsterdam,Switzerland,Netherlands,864,7h 42m,88,12h 31m,42,3h 9m,50,How to Get From Geneva to Amsterdam: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Amsterdam (Netherlands) by train, bus, or flight. Distance: 864 km.",how-to-get-from-geneva-to-amsterdam
Geneva,Rome,Switzerland,Italy,872,7h 46m,89,12h 37m,42,3h 9m,50,How to Get From Geneva to Rome: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Rome (Italy) by train, bus, or flight. Distance: 872 km.",how-to-get-from-geneva-to-rome
Geneva,Madrid,Switzerland,Spain,1280,11h 9m,121,18h 3m,58,3h 42m,62,How to Get From Geneva to Madrid: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Madrid (Spain) by train, bus, or flight. Distance: 1280 km.",how-to-get-from-geneva-to-madrid
Geneva,Vienna,Switzerland,Austria,1007,8h 53m,100,14h 25m,47,3h 20m,54,How to Get From Geneva to Vienna: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Vienna (Austria) by train, bus, or flight. Distance: 1007 km.",how-to-get-from-geneva-to-vienna
Geneva,Prague,Switzerland,Czech Republic,940,8h 19m,94,13h 31m,45,3h 15m,52,How to Get From Geneva to Prague: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Prague (Czech Republic) by train, bus, or flight. Distance: 940 km.",how-to-get-from-geneva-to-prague
Geneva,Brussels,Switzerland,Belgium,667,6h 3m,72,9h 53m,34,2h 53m,44,How to Get From Geneva to Brussels: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Brussels (Belgium) by train, bus, or flight. Distance: 667 km.",how-to-get-from-geneva-to-brussels
Geneva,Munich,Switzerland,Germany,581,5h 20m,65,8h 44m,30,2h 46m,41,How to Get From Geneva to Munich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Munich (Germany) by train, bus, or flight. Distance: 581 km.",how-to-get-from-geneva-to-munich
Geneva,Frankfurt,Switzerland,Germany,592,5h 26m,66,8h 53m,31,2h 47m,42,How to Get From Geneva to Frankfurt: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Frankfurt (Germany) by train, bus, or flight. Distance: 592 km.",how-to-get-from-geneva-to-frankfurt
Geneva,Zurich,Switzerland,Switzerland,281,2h 50m,41,4h 44m,18,N/A (Too close),N/A,How to Get From Geneva to Zurich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Zurich (Switzerland) by train, bus, or flight. Distance: 281 km.",how-to-get-from-geneva-to-zurich
Geneva,Milan,Switzerland,Italy,313,3h 6m,44,5h 10m,20,N/A (Too close),N/A,How to Get From Geneva to Milan: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Milan (Italy) by train, bus, or flight. Distance: 313 km.",how-to-get-from-geneva-to-milan
Geneva,Barcelona,Switzerland,Spain,779,6h 59m,81,11h 23m,38,3h 2m,47,How to Get From Geneva to Barcelona: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Barcelona (Spain) by train, bus, or flight. Distance: 779 km.",how-to-get-from-geneva-to-barcelona
Geneva,Hannover,Switzerland,Germany,918,8h 9m,92,13h 14m,44,3h 13m,52,How to Get From Geneva to Hannover: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Hannover (Germany) by train, bus, or flight. Distance: 918 km.",how-to-get-from-geneva-to-hannover
Geneva,Lisbon,Switzerland,Portugal,1879,16h 9m,169,26h 3m,82,4h 30m,80,How to Get From Geneva to Lisbon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Lisbon (Portugal) by train, bus, or flight. Distance: 1879 km.",how-to-get-from-geneva-to-lisbon
Geneva,Budapest,Switzerland,Hungary,1241,10h 50m,118,17h 32m,57,3h 39m,61,How to Get From Geneva to Budapest: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Budapest (Hungary) by train, bus, or flight. Distance: 1241 km.",how-to-get-from-geneva-to-budapest
Geneva,Warsaw,Switzerland,Poland,1588,13h 43m,146,22h 10m,71,4h 7m,72,How to Get From Geneva to Warsaw: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Warsaw (Poland) by train, bus, or flight. Distance: 1588 km.",how-to-get-from-geneva-to-warsaw
Geneva,Copenhagen,Switzerland,Denmark,1432,12h 26m,134,20h 5m,64,3h 54m,67,How to Get From Geneva to Copenhagen: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Copenhagen (Denmark) by train, bus, or flight. Distance: 1432 km.",how-to-get-from-geneva-to-copenhagen
Geneva,Stockholm,Switzerland,Sweden,2077,17h 48m,185,28h 41m,90,4h 46m,86,How to Get From Geneva to Stockholm: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Stockholm (Sweden) by train, bus, or flight. Distance: 2077 km.",how-to-get-from-geneva-to-stockholm
Geneva,Venice,Switzerland,Italy,611,5h 35m,68,9h 8m,31,2h 48m,42,How to Get From Geneva to Venice: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Venice (Italy) by train, bus, or flight. Distance: 611 km.",how-to-get-from-geneva-to-venice
Geneva,Florence,Switzerland,Italy,607,5h 33m,68,9h 5m,31,2h 48m,42,How to Get From Geneva to Florence: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Florence (Italy) by train, bus, or flight. Distance: 607 km.",how-to-get-from-geneva-to-florence
Geneva,Dublin,Switzerland,Ireland,1491,12h 55m,138,20h 52m,67,3h 59m,69,How to Get From Geneva to Dublin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Dublin (Ireland) by train, bus, or flight. Distance: 1491 km.",how-to-get-from-geneva-to-dublin
Geneva,Edinburgh,Switzerland,United Kingdom,1580,13h 39m,145,22h 3m,70,4h 6m,71,How to Get From Geneva to Edinburgh: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Edinburgh (United Kingdom) by train, bus, or flight. Distance: 1580 km.",how-to-get-from-geneva-to-edinburgh
Geneva,Oslo,Switzerland,Norway,1945,16h 42m,175,26h 56m,85,4h 35m,82,How to Get From Geneva to Oslo: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Oslo (Norway) by train, bus, or flight. Distance: 1945 km.",how-to-get-from-geneva-to-oslo
Geneva,Helsinki,Switzerland,Finland,2480,21h 10m,217,34h 4m,106,5h 18m,98,How to Get From Geneva to Helsinki: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Helsinki (Finland) by train, bus, or flight. Distance: 2480 km.",how-to-get-from-geneva-to-helsinki
Geneva,Krakow,Switzerland,Poland,1389,12h 4m,130,19h 31m,63,3h 51m,66,How to Get From Geneva to Krakow: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Krakow (Poland) by train, bus, or flight. Distance: 1389 km.",how-to-get-from-geneva-to-krakow
Geneva,Lyon,Switzerland,France,141,1h 40m,30,2h 52m,13,N/A (Too close),N/A,How to Get From Geneva to Lyon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Lyon (France) by train, bus, or flight. Distance: 141 km.",how-to-get-from-geneva-to-lyon
Geneva,Marseille,Switzerland,France,411,3h 55m,52,6h 28m,23,N/A (Too close),N/A,How to Get From Geneva to Marseille: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Marseille (France) by train, bus, or flight. Distance: 411 km.",how-to-get-from-geneva-to-marseille
Geneva,Valencia,Switzerland,Spain,1147,10h 3m,111,16h 17m,53,3h 31m,58,How to Get From Geneva to Valencia: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Valencia (Spain) by train, bus, or flight. Distance: 1147 km.",how-to-get-from-geneva-to-valencia
Geneva,Porto,Switzerland,Portugal,1642,14h 11m,150,22h 53m,73,4h 11m,73,How to Get From Geneva to Porto: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Porto (Portugal) by train, bus, or flight. Distance: 1642 km.",how-to-get-from-geneva-to-porto
Geneva,Athens,Switzerland,Greece,2140,18h 19m,190,29h 32m,93,4h 51m,88,How to Get From Geneva to Athens: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Athens (Greece) by train, bus, or flight. Distance: 2140 km.",how-to-get-from-geneva-to-athens
Geneva,Hamburg,Switzerland,Germany,1078,9h 28m,105,15h 22m,50,3h 26m,56,How to Get From Geneva to Hamburg: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Geneva (Switzerland) to Hamburg (Germany) by train, bus, or flight. Distance: 1078 km.",how-to-get-from-geneva-to-hamburg
Lyon,London,France,United Kingdom,920,8h 10m,93,13h 16m,44,3h 13m,52,How to Get From Lyon to London: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to London (United Kingdom) by train, bus, or flight. Distance: 920 km.",how-to-get-from-lyon-to-london
Lyon,Paris,France,France,490,4h 34m,58,7h 31m,27,N/A (Too close),N/A,How to Get From Lyon to Paris: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Paris (France) by train, bus, or flight. Distance: 490 km.",how-to-get-from-lyon-to-paris
Lyon,Berlin,France,Germany,1220,10h 39m,117,17h 15m,56,3h 37m,61,How to Get From Lyon to Berlin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Berlin (Germany) by train, bus, or flight. Distance: 1220 km.",how-to-get-from-lyon-to-berlin
Lyon,Amsterdam,France,Netherlands,918,8h 9m,92,13h 14m,44,3h 13m,52,How to Get From Lyon to Amsterdam: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Amsterdam (Netherlands) by train, bus, or flight. Distance: 918 km.",how-to-get-from-lyon-to-amsterdam
Lyon,Rome,France,Italy,938,8h 18m,94,13h 30m,45,3h 15m,52,How to Get From Lyon to Rome: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Rome (Italy) by train, bus, or flight. Distance: 938 km.",how-to-get-from-lyon-to-rome
Lyon,Madrid,France,Spain,1142,10h 1m,110,16h 13m,53,3h 31m,58,How to Get From Lyon to Madrid: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Madrid (Spain) by train, bus, or flight. Distance: 1142 km.",how-to-get-from-lyon-to-madrid
Lyon,Vienna,France,Austria,1147,10h 3m,111,16h 17m,53,3h 31m,58,How to Get From Lyon to Vienna: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Vienna (Austria) by train, bus, or flight. Distance: 1147 km.",how-to-get-from-lyon-to-vienna
Lyon,Prague,France,Czech Republic,1078,9h 28m,105,15h 22m,50,3h 26m,56,How to Get From Lyon to Prague: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Prague (Czech Republic) by train, bus, or flight. Distance: 1078 km.",how-to-get-from-lyon-to-prague
Lyon,Brussels,France,Belgium,708,6h 24m,76,10h 26m,35,2h 56m,45,How to Get From Lyon to Brussels: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Brussels (Belgium) by train, bus, or flight. Distance: 708 km.",how-to-get-from-lyon-to-brussels
Lyon,Munich,France,Germany,721,6h 30m,77,10h 36m,36,2h 57m,46,How to Get From Lyon to Munich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Munich (Germany) by train, bus, or flight. Distance: 721 km.",how-to-get-from-lyon-to-munich
Lyon,Frankfurt,France,Germany,703,6h 21m,75,10h 22m,35,2h 56m,45,How to Get From Lyon to Frankfurt: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Frankfurt (Germany) by train, bus, or flight. Distance: 703 km.",how-to-get-from-lyon-to-frankfurt
Lyon,Zurich,France,Switzerland,420,4h 0m,53,6h 35m,24,N/A (Too close),N/A,How to Get From Lyon to Zurich: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Zurich (Switzerland) by train, bus, or flight. Distance: 420 km.",how-to-get-from-lyon-to-zurich
Lyon,Milan,France,Italy,427,4h 3m,53,6h 41m,24,N/A (Too close),N/A,How to Get From Lyon to Milan: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Milan (Italy) by train, bus, or flight. Distance: 427 km.",how-to-get-from-lyon-to-milan
Lyon,Barcelona,France,Spain,665,6h 2m,72,9h 52m,34,2h 53m,44,How to Get From Lyon to Barcelona: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Barcelona (Spain) by train, bus, or flight. Distance: 665 km.",how-to-get-from-lyon-to-barcelona
Lyon,Hannover,France,Germany,1022,9h 1m,101,14h 37m,48,3h 21m,55,How to Get From Lyon to Hannover: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Hannover (Germany) by train, bus, or flight. Distance: 1022 km.",how-to-get-from-lyon-to-hannover
Lyon,Lisbon,France,Portugal,1738,14h 58m,158,24h 10m,77,4h 19m,76,How to Get From Lyon to Lisbon: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Lisbon (Portugal) by train, bus, or flight. Distance: 1738 km.",how-to-get-from-lyon-to-lisbon
Lyon,Budapest,France,Hungary,1379,11h 59m,129,19h 23m,62,3h 50m,65,How to Get From Lyon to Budapest: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Budapest (Hungary) by train, bus, or flight. Distance: 1379 km.",how-to-get-from-lyon-to-budapest
Lyon,Warsaw,France,Poland,1726,14h 52m,157,24h 0m,76,4h 18m,76,How to Get From Lyon to Warsaw: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Warsaw (Poland) by train, bus, or flight. Distance: 1726 km.",how-to-get-from-lyon-to-warsaw
Lyon,Copenhagen,France,Denmark,1536,13h 18m,142,21h 28m,68,4h 2m,70,How to Get From Lyon to Copenhagen: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Copenhagen (Denmark) by train, bus, or flight. Distance: 1536 km.",how-to-get-from-lyon-to-copenhagen
Lyon,Stockholm,France,Sweden,2186,18h 42m,194,30h 8m,94,4h 54m,90,How to Get From Lyon to Stockholm: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Stockholm (Sweden) by train, bus, or flight. Distance: 2186 km.",how-to-get-from-lyon-to-stockholm
Lyon,Venice,France,Italy,733,6h 36m,78,10h 46m,36,2h 58m,46,How to Get From Lyon to Venice: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Venice (Italy) by train, bus, or flight. Distance: 733 km.",how-to-get-from-lyon-to-venice
Lyon,Florence,France,Italy,693,6h 16m,74,10h 14m,35,2h 55m,45,How to Get From Lyon to Florence: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Florence (Italy) by train, bus, or flight. Distance: 693 km.",how-to-get-from-lyon-to-florence
Lyon,Dublin,France,Ireland,1453,12h 36m,135,20h 22m,65,3h 56m,68,How to Get From Lyon to Dublin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Dublin (Ireland) by train, bus, or flight. Distance: 1453 km.",how-to-get-from-lyon-to-dublin
Lyon,Edinburgh,France,United Kingdom,1581,13h 40m,145,22h 4m,70,4h 6m,71,How to Get From Lyon to Edinburgh: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Edinburgh (United Kingdom) by train, bus, or flight. Distance: 1581 km.",how-to-get-from-lyon-to-edinburgh
Lyon,Oslo,France,Norway,2028,17h 23m,181,28h 2m,88,4h 42m,85,How to Get From Lyon to Oslo: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Oslo (Norway) by train, bus, or flight. Distance: 2028 km.",how-to-get-from-lyon-to-oslo
Lyon,Helsinki,France,Finland,2599,22h 9m,227,35h 39m,111,5h 27m,102,How to Get From Lyon to Helsinki: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Helsinki (Finland) by train, bus, or flight. Distance: 2599 km.",how-to-get-from-lyon-to-helsinki
Lyon,Krakow,France,Poland,1530,13h 15m,141,21h 23m,68,4h 2m,70,How to Get From Lyon to Krakow: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Krakow (Poland) by train, bus, or flight. Distance: 1530 km.",how-to-get-from-lyon-to-krakow
Lyon,Geneva,France,Switzerland,141,1h 40m,30,2h 52m,13,N/A (Too close),N/A,How to Get From Lyon to Geneva: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Geneva (Switzerland) by train, bus, or flight. Distance: 141 km.",how-to-get-from-lyon-to-geneva
Lyon,Marseille,France,France,347,3h 23m,47,5h 37m,21,N/A (Too close),N/A,How to Get From Lyon to Marseille: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Marseille (France) by train, bus, or flight. Distance: 347 km.",how-to-get-from-lyon-to-marseille
Lyon,Valencia,France,Spain,1024,9h 1m,101,14h 39m,48,3h 21m,55,How to Get From Lyon to Valencia: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Valencia (Spain) by train, bus, or flight. Distance: 1024 km.",how-to-get-from-lyon-to-valencia
Lyon,Porto,France,Portugal,1502,13h 1m,139,21h 1m,67,4h 0m,69,How to Get From Lyon to Porto: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Porto (Portugal) by train, bus, or flight. Distance: 1502 km.",how-to-get-from-lyon-to-porto
Lyon,Athens,France,Greece,2230,19h 4m,197,30h 44m,96,4h 58m,91,How to Get From Lyon to Athens: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Athens (Greece) by train, bus, or flight. Distance: 2230 km.",how-to-get-from-lyon-to-athens
Lyon,Hamburg,France,Germany,1178,10h 18m,113,16h 42m,54,3h 34m,59,How to Get From Lyon to Hamburg: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Lyon (France) to Hamburg (Germany) by train, bus, or flight. Distance: 1178 km.",how-to-get-from-lyon-to-hamburg
Marseille,London,France,United Kingdom,1253,10h 56m,119,17h 42m,57,3h 40m,62,How to Get From Marseille to London: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to London (United Kingdom) by train, bus, or flight. Distance: 1253 km.",how-to-get-from-marseille-to-london
Marseille,Paris,France,France,826,7h 23m,85,12h 0m,40,3h 6m,49,How to Get From Marseille to Paris: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to Paris (France) by train, bus, or flight. Distance: 826 km.",how-to-get-from-marseille-to-paris
Marseille,Berlin,France,Germany,1484,12h 52m,138,20h 47m,66,3h 58m,69,How to Get From Marseille to Berlin: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to Berlin (Germany) by train, bus, or flight. Distance: 1484 km.",how-to-get-from-marseille-to-berlin
Marseille,Amsterdam,France,Netherlands,1261,11h 0m,120,17h 48m,57,3h 40m,62,How to Get From Marseille to Amsterdam: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to Amsterdam (Netherlands) by train, bus, or flight. Distance: 1261 km.",how-to-get-from-marseille-to-amsterdam
Marseille,Rome,France,Italy,756,6h 47m,79,11h 4m,37,3h 0m,47,How to Get From Marseille to Rome: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to Rome (Italy) by train, bus, or flight. Distance: 756 km.",how-to-get-from-marseille-to-rome
Marseille,Madrid,France,Spain,1022,9h 1m,101,14h 37m,48,3h 21m,55,How to Get From Marseille to Madrid: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to Madrid (Spain) by train, bus, or flight. Distance: 1022 km.",how-to-get-from-marseille-to-madrid
Marseille,Vienna,France,Austria,1267,11h 3m,120,17h 53m,58,3h 41m,62,How to Get From Marseille to Vienna: Budget Travel Guide,"Discover the cheapest and fastest ways to travel from Marseille (France) to Vienna (Austria) by train, bus, or flight. Distance: 1267 km.",how-to-get-from-marseille-to-vienna
